Date,lkr_close,lkr_open,lkr_high,lkr_low,gold_close,gold_open
1988-07-12,31.74,31.74,31.74,31.74,438.7,436.7
1988-07-13,31.77,31.77,31.77,31.77,441.8,439.5
1988-07-14,31.81,31.81,31.81,31.81,439.9,441.95
1988-07-15,31.86,31.86,31.86,31.86,441.3,440.25
1988-07-18,31.94,31.94,31.94,31.94,438.8,441.35
1988-07-19,31.94,31.94,31.94,31.94,447.5,439.65
1988-07-20,31.97,31.97,31.97,31.97,445.7,447.55
1988-07-21,32.0,32.0,32.0,32.0,442.7,446.65
1988-07-22,31.99,31.99,31.99,31.99,442.9,442.7
1988-07-25,31.99,31.99,31.99,31.99,426.6,443.2
1988-07-26,32.02,32.02,32.02,32.02,431.7,427.15
1988-07-27,32.04,32.04,32.04,32.04,444.5,431.95
1988-07-28,32.04,32.04,32.04,32.04,443.8,445.1
1988-07-29,32.02,32.02,32.02,32.02,447.3,443.95
1988-08-01,32.09,32.09,32.09,32.09,445.6,448.25
1988-08-02,32.07,32.07,32.07,32.07,442.5,446.35
1988-08-03,32.12,32.12,32.12,32.12,444.3,442.75
1988-08-04,32.12,32.12,32.12,32.12,443.8,444.4
1988-08-05,32.15,32.15,32.15,32.15,442.6,444.65
1988-08-08,32.24,32.24,32.24,32.24,440.8,443.25
1988-08-09,32.25,32.25,32.25,32.25,437.8,441.55
1988-08-10,32.33,32.33,32.33,32.33,439.4,438.25
1988-08-11,32.37,32.37,32.37,32.37,439.2,440.05
1988-08-12,32.36,32.36,32.36,32.36,441.2,439.55
1988-08-15,32.4,32.4,32.4,32.4,442.9,441.8
1988-08-16,32.43,32.43,32.43,32.43,438.8,443.3
1988-08-17,32.47,32.47,32.47,32.47,440.9,439.3
1988-08-18,32.54,32.54,32.54,32.54,442.1,441.6
1988-08-19,32.64,32.64,32.64,32.64,441.4,442.25
1988-08-22,32.73,32.73,32.73,32.73,443.2,441.9
1988-08-23,32.83,32.83,32.83,32.83,441.8,443.8
1988-08-24,32.92,32.92,32.92,32.92,444.4,442.55
1988-08-25,32.92,32.92,32.92,32.92,442.2,444.55
1988-08-26,32.92,32.92,32.92,32.92,441.4,442.9
1988-08-29,32.92,32.92,32.92,32.92,438.7,442.0
1988-08-30,32.89,32.89,32.89,32.89,437.7,439.0
1988-08-31,32.88,32.88,32.88,32.88,439.9,438.2
1988-09-01,32.96,32.96,32.96,32.96,438.7,440.35
1988-09-02,32.97,32.97,32.97,32.97,437.4,438.7
1988-09-06,32.96,32.96,32.96,32.96,434.8,437.85
1988-09-07,32.96,32.96,32.96,32.96,435.7,435.25
1988-09-08,32.96,32.96,32.96,32.96,436.3,436.1
1988-09-09,32.96,32.96,32.96,32.96,428.5,436.5
1988-09-12,32.96,32.96,32.96,32.96,428.0,428.75
1988-09-13,32.97,32.97,32.97,32.97,428.2,428.05
1988-09-14,32.97,32.97,32.97,32.97,428.0,429.15
1988-09-15,33.0,33.0,33.0,33.0,425.0,428.6
1988-09-16,32.99,32.99,32.99,32.99,418.2,425.3
1988-09-19,32.33,32.33,32.33,32.33,415.4,419.0
1988-09-20,33.0,33.0,33.0,33.0,411.3,416.1
1988-09-21,33.0,33.0,33.0,33.0,404.0,412.1
1988-09-22,33.01,33.01,33.01,33.01,404.6,404.75
1988-09-23,33.01,33.01,33.01,33.01,399.3,404.7
1988-09-26,33.01,33.01,33.01,33.01,400.3,400.2
1988-09-27,33.01,33.01,33.01,33.01,402.5,400.4
1988-09-28,33.01,33.01,33.01,33.01,403.4,402.9
1988-09-29,33.0,33.0,33.0,33.0,401.6,404.0
1988-09-30,33.01,33.01,33.01,33.01,399.2,402.45
1988-10-03,33.0,33.0,33.0,33.0,402.2,399.95
1988-10-04,33.0,33.0,33.0,33.0,402.7,402.6
1988-10-05,33.01,33.01,33.01,33.01,405.3,402.95
1988-10-06,33.0,33.0,33.0,33.0,408.0,406.15
1988-10-07,33.01,33.01,33.01,33.01,407.3,408.95
1988-10-11,33.0,33.0,33.0,33.0,408.4,412.95
1988-10-12,33.0,33.0,33.0,33.0,412.2,408.75
1988-10-13,33.0,33.0,33.0,33.0,410.4,412.8
1988-10-14,33.0,33.0,33.0,33.0,412.5,410.5
1988-10-17,32.98,32.98,32.98,32.98,415.5,412.65
1988-10-18,32.98,32.98,32.98,32.98,415.1,416.45
1988-10-19,32.98,32.98,32.98,32.98,414.7,415.75
1988-10-20,32.99,32.99,32.99,32.99,415.4,415.55
1988-10-21,32.98,32.98,32.98,32.98,411.5,415.8
1988-10-24,32.98,32.98,32.98,32.98,408.8,412.35
1988-10-25,32.98,32.98,32.98,32.98,409.4,409.4
1988-10-26,32.99,32.99,32.99,32.99,411.1,410.0
1988-10-27,32.99,32.99,32.99,32.99,410.1,411.85
1988-10-28,32.99,32.99,32.99,32.99,414.9,410.85
1988-10-31,32.95,32.95,32.95,32.95,415.1,415.4
1988-11-01,32.99,32.99,32.99,32.99,414.0,415.95
1988-11-02,32.99,32.99,32.99,32.99,424.2,414.6
1988-11-03,32.99,32.99,32.99,32.99,423.7,424.45
1988-11-04,32.99,32.99,32.99,32.99,423.5,423.8
1988-11-07,32.99,32.99,32.99,32.99,424.7,423.65
1988-11-08,32.99,32.99,32.99,32.99,421.2,425.35
1988-11-09,32.99,32.99,32.99,32.99,424.7,421.2
1988-11-10,32.99,32.99,32.99,32.99,420.5,425.4
1988-11-14,32.99,32.99,32.99,32.99,425.2,423.9
1988-11-15,32.99,32.99,32.99,32.99,425.6,425.4
1988-11-16,32.99,32.99,32.99,32.99,425.6,426.25
1988-11-17,32.98,32.98,32.98,32.98,421.1,425.7
1988-11-18,32.99,32.99,32.99,32.99,418.1,421.45
1988-11-21,32.99,32.99,32.99,32.99,416.5,418.6
1988-11-22,32.99,32.99,32.99,32.99,418.1,417.0
1988-11-28,32.99,32.99,32.99,32.99,423.3,420.6
1988-11-29,32.99,32.99,32.99,32.99,427.1,423.55
1988-11-30,32.99,32.99,32.99,32.99,429.6,427.15
1988-12-01,32.99,32.99,32.99,32.99,428.6,430.5
1988-12-02,32.99,32.99,32.99,32.99,436.7,429.0
1988-12-05,32.98,32.98,32.98,32.98,434.2,437.55
1988-12-06,32.99,32.99,32.99,32.99,432.6,435.05
1988-12-07,33.0,33.0,33.0,33.0,427.7,432.95
1988-12-08,33.02,33.02,33.02,33.02,426.7,428.6
1988-12-09,33.02,33.02,33.02,33.02,427.6,427.65
1988-12-12,33.02,33.02,33.02,33.02,424.6,428.5
1988-12-13,33.02,33.02,33.02,33.02,424.1,424.7
1988-12-14,33.02,33.02,33.02,33.02,425.7,424.85
1988-12-15,33.02,33.02,33.02,33.02,416.6,425.7
1988-12-16,33.03,33.03,33.03,33.03,417.6,416.75
1988-12-19,33.02,33.02,33.02,33.02,418.0,418.3
1988-12-20,33.03,33.03,33.03,33.03,417.5,418.15
1988-12-21,33.03,33.03,33.03,33.03,418.8,418.4
1988-12-22,33.03,33.03,33.03,33.03,421.3,419.75
1988-12-23,33.04,33.04,33.04,33.04,421.6,421.95
1988-12-27,33.04,33.04,33.04,33.04,420.9,422.25
1988-12-28,33.05,33.05,33.05,33.05,416.6,421.4
1988-12-29,33.01,33.01,33.01,33.01,410.5,416.7
1988-12-30,33.05,33.05,33.05,33.05,412.3,410.6
1989-01-03,33.06,33.06,33.06,33.06,413.4,413.1
1989-01-04,33.07,33.07,33.07,33.07,411.0,413.7
1989-01-05,33.07,33.07,33.07,33.07,410.1,411.75
1989-01-06,33.09,33.09,33.09,33.09,408.1,410.35
1989-01-09,33.09,33.09,33.09,33.09,406.7,408.55
1989-01-10,33.1,33.1,33.1,33.1,405.6,407.4
1989-01-11,33.1,33.1,33.1,33.1,405.2,406.55
1989-01-12,33.1,33.1,33.1,33.1,405.8,405.95
1989-01-13,33.13,33.13,33.13,33.13,403.5,406.4
1989-01-17,33.16,33.16,33.16,33.16,404.0,403.95
1989-01-18,33.17,33.17,33.17,33.17,403.3,404.9
1989-01-19,33.18,33.18,33.18,33.18,404.5,404.2
1989-01-20,33.17,33.17,33.17,33.17,409.3,404.65
1989-01-23,33.16,33.16,33.16,33.16,408.5,409.75
1989-01-24,33.15,33.15,33.15,33.15,406.3,408.95
1989-01-25,33.17,33.17,33.17,33.17,406.4,406.6
1989-01-26,33.16,33.16,33.16,33.16,403.2,407.4
1989-01-27,33.18,33.18,33.18,33.18,400.2,403.45
1989-01-30,33.19,33.19,33.19,33.19,399.6,400.75
1989-01-31,33.19,33.19,33.19,33.19,395.8,400.45
1989-02-01,33.17,33.17,33.17,33.17,397.2,396.35
1989-02-02,33.17,33.17,33.17,33.17,395.9,397.9
1989-02-03,33.17,33.17,33.17,33.17,396.3,396.05
1989-02-06,33.18,33.18,33.18,33.18,396.9,396.65
1989-02-07,33.18,33.18,33.18,33.18,395.5,397.45
1989-02-08,33.18,33.18,33.18,33.18,399.1,396.5
1989-02-09,33.18,33.18,33.18,33.18,398.0,400.0
1989-02-10,33.18,33.18,33.18,33.18,391.7,398.55
1989-02-13,33.15,33.15,33.15,33.15,389.7,392.65
1989-02-14,33.11,33.11,33.11,33.11,389.0,390.25
1989-02-15,33.1,33.1,33.1,33.1,388.2,389.7
1989-02-17,33.06,33.06,33.06,33.06,384.3,387.3
1989-02-21,33.07,33.07,33.07,33.07,389.4,385.25
1989-02-22,33.05,33.05,33.05,33.05,390.2,390.35
1989-02-23,33.03,33.03,33.03,33.03,394.0,390.6
1989-02-24,33.03,33.03,33.03,33.03,392.6,394.9
1989-02-27,33.03,33.03,33.03,33.03,389.8,393.0
1989-02-28,33.07,33.07,33.07,33.07,390.4,390.45
1989-03-01,33.1,33.1,33.1,33.1,387.1,391.0
1989-03-02,33.12,33.12,33.12,33.12,386.6,387.45
1989-03-03,33.15,33.15,33.15,33.15,389.3,387.0
1989-03-06,33.15,33.15,33.15,33.15,390.5,389.65
1989-03-07,33.18,33.18,33.18,33.18,395.7,391.1
1989-03-08,33.22,33.22,33.22,33.22,395.4,396.45
1989-03-09,33.23,33.23,33.23,33.23,397.3,395.7
1989-03-10,33.27,33.27,33.27,33.27,396.5,397.55
1989-03-13,33.29,33.29,33.29,33.29,396.4,396.9
1989-03-14,33.34,33.34,33.34,33.34,398.1,396.75
1989-03-15,33.37,33.37,33.37,33.37,393.8,398.3
1989-03-16,33.39,33.39,33.39,33.39,391.3,394.6
1989-03-17,33.44,33.44,33.44,33.44,395.0,392.0
1989-03-20,33.5,33.5,33.5,33.5,397.4,395.2
1989-03-21,33.5,33.5,33.5,33.5,395.6,398.25
1989-03-22,33.54,33.54,33.54,33.54,400.2,396.0
1989-03-23,33.58,33.58,33.58,33.58,393.4,400.25
1989-03-27,33.67,33.67,33.67,33.67,396.4,393.8
1989-03-28,33.72,33.72,33.72,33.72,388.0,396.5
1989-03-29,33.77,33.77,33.77,33.77,387.5,388.45
1989-03-30,33.82,33.82,33.82,33.82,386.2,387.95
1989-03-31,33.87,33.87,33.87,33.87,390.0,386.85
1989-04-03,33.92,33.92,33.92,33.92,391.1,390.45
1989-04-04,33.94,33.94,33.94,33.94,390.9,392.05
1989-04-05,33.97,33.97,33.97,33.97,388.6,391.45
1989-04-06,33.98,33.98,33.98,33.98,388.7,389.0
1989-04-07,34.02,34.02,34.02,34.02,388.0,388.7
1989-04-10,34.03,34.03,34.03,34.03,390.3,388.7
1989-04-11,34.03,34.03,34.03,34.03,389.9,391.2
1989-04-12,34.04,34.04,34.04,34.04,392.1,390.2
1989-04-13,34.04,34.04,34.04,34.04,394.2,392.55
1989-04-14,34.04,34.04,34.04,34.04,389.8,394.9
1989-04-17,34.04,34.04,34.04,34.04,390.1,390.4
1989-04-18,34.05,34.05,34.05,34.05,387.4,390.85
1989-04-19,34.04,34.04,34.04,34.04,387.1,387.4
1989-04-20,34.04,34.04,34.04,34.04,389.3,387.9
1989-04-21,34.04,34.04,34.04,34.04,388.2,389.35
1989-04-24,34.05,34.05,34.05,34.05,391.0,389.05
1989-04-25,34.05,34.05,34.05,34.05,388.8,391.65
1989-04-26,34.04,34.04,34.04,34.04,388.2,389.3
1989-04-27,34.05,34.05,34.05,34.05,386.1,389.05
1989-04-28,34.06,34.06,34.06,34.06,380.5,386.85
1989-05-01,34.06,34.06,34.06,34.06,380.7,381.2
1989-05-02,34.12,34.12,34.12,34.12,380.1,381.55
1989-05-03,34.16,34.16,34.16,34.16,380.4,380.75
1989-05-04,34.17,34.17,34.17,34.17,379.6,380.95
1989-05-08,34.17,34.17,34.17,34.17,378.4,380.0
1989-05-09,34.19,34.19,34.19,34.19,380.3,378.85
1989-05-10,34.17,34.17,34.17,34.17,379.0,380.45
1989-05-11,34.17,34.17,34.17,34.17,382.1,379.4
1989-05-12,34.16,34.16,34.16,34.16,378.9,383.0
1989-05-15,34.15,34.15,34.15,34.15,376.5,379.3
1989-05-16,34.16,34.16,34.16,34.16,376.2,377.45
1989-05-17,34.17,34.17,34.17,34.17,373.9,376.8
1989-05-18,34.18,34.18,34.18,34.18,370.3,374.65
1989-05-19,34.16,34.16,34.16,34.16,366.6,370.3
1989-05-22,34.16,34.16,34.16,34.16,363.7,367.0
1989-05-23,34.15,34.15,34.15,34.15,364.3,363.85
1989-05-24,34.14,34.14,34.14,34.14,364.7,364.5
1989-05-25,34.12,34.12,34.12,34.12,367.2,365.7
1989-05-26,34.12,34.12,34.12,34.12,365.9,367.3
1989-05-30,34.11,34.11,34.11,34.11,369.7,366.6
1989-05-31,34.1,34.1,34.1,34.1,366.5,370.4
1989-06-01,34.1,34.1,34.1,34.1,367.3,366.85
1989-06-02,34.11,34.11,34.11,34.11,371.9,368.05
1989-06-05,34.12,34.12,34.12,34.12,370.8,372.15
1989-06-06,34.13,34.13,34.13,34.13,383.2,371.6
1989-06-07,34.15,34.15,34.15,34.15,380.8,383.6
1989-06-08,34.18,34.18,34.18,34.18,378.1,381.2
1989-06-09,34.2,34.2,34.2,34.2,362.0,378.65
1989-06-12,34.24,34.24,34.24,34.24,365.8,362.15
1989-06-13,34.29,34.29,34.29,34.29,366.8,366.8
1989-06-14,34.32,34.32,34.32,34.32,367.5,367.1
1989-06-15,36.75,36.75,36.75,36.75,370.7,367.55
1989-06-16,34.4,34.4,34.4,34.4,368.8,371.55
1989-06-19,34.41,34.41,34.41,34.41,370.6,368.85
1989-06-20,34.41,34.41,34.41,34.41,369.6,371.2
1989-06-21,34.41,34.41,34.41,34.41,375.7,369.9
1989-06-22,34.42,34.42,34.42,34.42,374.2,375.85
1989-06-23,34.42,34.42,34.42,34.42,381.8,374.8
1989-06-26,34.42,34.42,34.42,34.42,378.3,382.7
1989-06-27,34.47,34.47,34.47,34.47,379.8,379.2
1989-06-28,34.51,34.51,34.51,34.51,379.2,380.7
1989-06-29,34.52,34.52,34.52,34.52,373.9,379.7
1989-06-30,34.52,34.52,34.52,34.52,377.3,373.95
1989-07-03,34.54,34.54,34.54,34.54,381.1,378.05
1989-07-05,34.58,34.58,34.58,34.58,388.4,382.1
1989-07-06,34.6,34.6,34.6,34.6,388.6,389.2
1989-07-07,34.6,34.6,34.6,34.6,385.7,388.75
1989-07-10,34.62,34.62,34.62,34.62,386.6,386.45
1989-07-11,34.64,34.64,34.64,34.64,383.3,386.65
1989-07-12,34.66,34.66,34.66,34.66,380.4,384.15
1989-07-13,34.68,34.68,34.68,34.68,378.5,381.2
1989-07-17,34.71,34.71,34.71,34.71,372.2,372.95
1989-07-18,34.71,34.71,34.71,34.71,373.8,372.35
1989-07-19,34.76,34.76,34.76,34.76,369.3,374.7
1989-07-20,34.8,34.8,34.8,34.8,372.2,369.65
1989-07-21,34.84,34.84,34.84,34.84,373.0,372.45
1989-07-24,34.92,34.92,34.92,34.92,373.9,373.6
1989-07-25,34.97,34.97,34.97,34.97,382.6,374.9
1989-07-26,35.02,35.02,35.02,35.02,375.0,383.15
1989-07-27,35.02,35.02,35.02,35.02,382.0,375.5
1989-07-31,35.12,35.12,35.12,35.12,378.7,376.05
1989-08-01,35.27,35.27,35.27,35.27,378.8,378.9
1989-08-02,35.52,35.52,35.52,35.52,377.8,379.3
1989-08-03,35.77,35.77,35.77,35.77,381.4,378.5
1989-08-07,35.6,35.6,35.6,35.6,373.4,375.75
1989-08-08,35.82,35.82,35.82,35.82,373.6,373.6
1989-08-09,35.82,35.82,35.82,35.82,373.9,373.95
1989-08-10,35.82,35.82,35.82,35.82,374.2,374.7
1989-08-11,36.02,36.02,36.02,36.02,371.4,374.7
1989-08-14,36.02,36.02,36.02,36.02,373.2,371.55
1989-08-17,36.1,36.1,36.1,36.1,374.6,374.85
1989-08-18,36.17,36.17,36.17,36.17,373.9,375.1
1989-08-21,36.27,36.27,36.27,36.27,374.5,374.25
1989-08-22,36.32,36.32,36.32,36.32,374.5,375.1
1989-08-23,36.37,36.37,36.37,36.37,371.9,374.95
1989-08-24,36.52,36.52,36.52,36.52,370.6,372.85
1989-08-25,36.77,36.77,36.77,36.77,366.7,370.65
1989-08-28,36.7,36.7,36.7,36.7,366.0,367.35
1989-09-01,38.05,38.05,38.05,38.05,366.1,365.55
1989-09-05,38.22,38.22,38.22,38.22,365.1,366.85
1989-09-06,38.72,38.72,38.72,38.72,367.4,365.4
1989-09-08,39.02,39.02,39.02,39.02,365.0,366.2
1989-09-11,39.17,39.17,39.17,39.17,364.6,365.8
1989-09-12,39.32,39.32,39.32,39.32,364.8,364.65
1989-09-13,39.82,39.82,39.82,39.82,365.0,365.7
1989-09-14,39.82,39.82,39.82,39.82,365.5,365.2
1989-09-18,40.02,40.02,40.02,40.02,366.5,369.4
1989-09-19,40.02,40.02,40.02,40.02,366.2,367.1
1989-09-20,40.02,40.02,40.02,40.02,370.1,366.7
1989-09-21,40.02,40.02,40.02,40.02,370.3,370.1
1989-09-22,40.02,40.02,40.02,40.02,370.7,370.65
1989-09-25,40.02,40.02,40.02,40.02,374.6,371.3
1989-09-26,40.02,40.02,40.02,40.02,373.1,375.35
1989-09-27,40.02,40.02,40.02,40.02,372.3,373.15
1989-09-28,40.02,40.02,40.02,40.02,372.8,372.35
1989-09-29,40.02,40.02,40.02,40.02,372.0,373.05
1989-10-02,40.02,40.02,40.02,40.02,372.1,372.3
1989-10-03,40.02,40.02,40.02,40.02,371.4,372.65
1989-10-04,40.02,40.02,40.02,40.02,371.5,372.35
1989-10-05,40.02,40.02,40.02,40.02,367.9,371.7
1989-10-06,40.02,40.02,40.02,40.02,368.2,368.7
1989-10-10,40.02,40.02,40.02,40.02,365.2,368.25
1989-10-11,40.02,40.02,40.02,40.02,366.1,366.15
1989-10-12,40.02,40.02,40.02,40.02,367.4,366.75
1989-10-13,40.02,40.02,40.02,40.02,367.3,368.2
1989-10-16,40.02,40.02,40.02,40.02,371.2,368.0
1989-10-17,40.02,40.02,40.02,40.02,371.2,371.8
1989-10-18,40.02,40.02,40.02,40.02,372.4,372.2
1989-10-19,40.02,40.02,40.02,40.02,370.6,373.1
1989-10-20,40.02,40.02,40.02,40.02,370.6,371.55
1989-10-23,40.02,40.02,40.02,40.02,370.2,371.25
1989-10-24,40.02,40.02,40.02,40.02,373.4,371.1
1989-10-25,40.02,40.02,40.02,40.02,372.3,373.7
1989-10-26,40.02,40.02,40.02,40.02,375.4,373.25
1989-10-27,40.02,40.02,40.02,40.02,381.2,375.85
1989-10-30,40.02,40.02,40.02,40.02,380.8,381.55
1989-10-31,40.02,40.02,40.02,40.02,377.6,381.2
1989-11-02,40.02,40.02,40.02,40.02,382.9,377.5
1989-11-03,40.02,40.02,40.02,40.02,381.0,383.2
1989-11-06,40.02,40.02,40.02,40.02,383.8,381.5
1989-11-07,40.02,40.02,40.02,40.02,388.4,384.65
1989-11-08,40.02,40.02,40.02,40.02,390.8,389.35
1989-11-09,40.02,40.02,40.02,40.02,389.0,391.7
1989-11-10,40.02,40.02,40.02,40.02,388.6,389.85
1989-11-13,40.0,40.0,40.0,40.0,392.7,389.45
1989-11-14,40.02,40.02,40.02,40.02,394.9,393.05
1989-11-15,40.02,40.02,40.02,40.02,392.8,395.15
1989-11-16,40.02,40.02,40.02,40.02,392.7,393.15
1989-11-17,40.02,40.02,40.02,40.02,395.8,393.2
1989-11-20,40.02,40.02,40.02,40.02,399.3,395.95
1989-11-21,40.02,40.02,40.02,40.02,404.4,399.65
1989-11-22,40.02,40.02,40.02,40.02,411.6,405.4
1989-11-24,40.02,40.02,40.02,40.02,419.3,412.3
1989-11-27,40.02,40.02,40.02,40.02,414.1,419.45
1989-11-28,40.02,40.02,40.02,40.02,419.4,415.1
1989-11-29,40.02,40.02,40.02,40.02,415.5,419.85
1989-11-30,40.02,40.02,40.02,40.02,417.5,415.9
1989-12-01,40.02,40.02,40.02,40.02,419.3,417.55
1989-12-04,40.02,40.02,40.02,40.02,406.6,419.75
1989-12-05,40.02,40.02,40.02,40.02,408.9,407.45
1989-12-06,40.02,40.02,40.02,40.02,410.1,409.5
1989-12-07,40.02,40.02,40.02,40.02,415.0,410.65
1989-12-08,40.02,40.02,40.02,40.02,416.8,415.85
1989-12-11,40.02,40.02,40.02,40.02,421.8,417.5
1989-12-12,40.02,40.02,40.02,40.02,422.8,422.2
1989-12-13,40.02,40.02,40.02,40.02,412.9,423.5
1989-12-14,40.02,40.02,40.02,40.02,412.8,413.45
1989-12-15,40.02,40.02,40.02,40.02,418.3,413.2
1989-12-18,40.02,40.02,40.02,40.02,416.1,419.1
1989-12-19,40.02,40.02,40.02,40.02,416.1,416.95
1989-12-20,40.02,40.02,40.02,40.02,417.5,416.25
1989-12-21,40.02,40.02,40.02,40.02,415.5,418.35
1989-12-22,40.02,40.02,40.02,40.02,416.7,416.2
1989-12-26,40.02,40.02,40.02,40.02,410.1,417.5
1989-12-27,40.02,40.02,40.02,40.02,403.8,411.05
1989-12-28,40.02,40.02,40.02,40.02,401.4,403.95
1990-01-02,40.02,40.02,40.02,40.02,402.1,406.0
1990-01-03,40.02,40.02,40.02,40.02,396.4,403.0
1990-01-04,40.02,40.02,40.02,40.02,400.8,397.25
1990-01-05,40.02,40.02,40.02,40.02,408.5,401.15
1990-01-08,40.02,40.02,40.02,40.02,405.0,409.25
1990-01-09,40.02,40.02,40.02,40.02,406.2,405.25
1990-01-10,40.02,40.02,40.02,40.02,414.2,406.75
1990-01-11,40.02,40.02,40.02,40.02,415.6,414.6
1990-01-12,40.02,40.02,40.02,40.02,414.7,415.65
1990-01-16,40.02,40.02,40.02,40.02,412.2,415.95
1990-01-17,40.02,40.02,40.02,40.02,413.7,412.75
1990-01-18,40.02,40.02,40.02,40.02,411.2,413.7
1990-01-19,40.02,40.02,40.02,40.02,410.9,411.75
1990-01-22,40.02,40.02,40.02,40.02,408.0,411.65
1990-01-23,40.02,40.02,40.02,40.02,413.7,408.6
1990-01-24,40.02,40.02,40.02,40.02,417.7,414.6
1990-01-25,40.02,40.02,40.02,40.02,416.3,418.5
1990-01-26,40.02,40.02,40.02,40.02,420.3,417.05
1990-01-29,40.02,40.02,40.02,40.02,425.1,420.95
1990-01-30,40.02,40.02,40.02,40.02,423.9,425.3
1990-01-31,40.02,40.02,40.02,40.02,417.8,424.6
1990-02-01,40.02,40.02,40.02,40.02,423.3,418.8
1990-02-02,40.02,40.02,40.02,40.02,423.4,424.05
1990-02-05,40.02,40.02,40.02,40.02,427.5,424.0
1990-02-06,40.02,40.02,40.02,40.02,426.4,427.6
1990-02-07,40.02,40.02,40.02,40.02,423.1,426.65
1990-02-08,40.02,40.02,40.02,40.02,423.5,423.1
1990-02-09,40.02,40.02,40.02,40.02,420.6,423.75
1990-02-12,40.02,40.02,40.02,40.02,423.6,420.95
1990-02-13,40.02,40.02,40.02,40.02,422.0,423.6
1990-02-14,40.02,40.02,40.02,40.02,420.7,422.05
1990-02-15,40.02,40.02,40.02,40.02,416.2,421.45
1990-02-16,40.02,40.02,40.02,40.02,420.8,416.95
1990-02-20,40.02,40.02,40.02,40.02,423.6,421.65
1990-02-21,40.02,40.02,40.02,40.02,421.6,423.7
1990-02-22,40.02,40.02,40.02,40.02,419.0,421.8
1990-02-23,40.02,40.02,40.02,40.02,418.2,419.6
1990-02-26,40.02,40.02,40.02,40.02,411.8,418.8
1990-02-27,40.02,40.02,40.02,40.02,411.0,412.65
1990-02-28,40.02,40.02,40.02,40.02,408.9,411.05
1990-03-01,40.02,40.02,40.02,40.02,409.0,409.05
1990-03-02,40.02,40.02,40.02,40.02,405.6,409.55
1990-03-05,40.02,40.02,40.02,40.02,406.6,406.4
1990-03-06,40.02,40.02,40.02,40.02,406.1,407.4
1990-03-07,40.02,40.02,40.02,40.02,402.3,406.6
1990-03-08,40.02,40.02,40.02,40.02,401.9,403.05
1990-03-09,40.02,40.02,40.02,40.02,401.6,402.75
1990-03-12,40.02,40.02,40.02,40.02,401.1,402.0
1990-03-13,40.02,40.02,40.02,40.02,400.7,401.9
1990-03-14,40.02,40.02,40.02,40.02,399.5,401.15
1990-03-15,40.02,40.02,40.02,40.02,399.6,400.3
1990-03-16,40.02,40.02,40.02,40.02,400.9,400.2
1990-03-19,40.02,40.02,40.02,40.02,401.9,401.15
1990-03-20,40.02,40.02,40.02,40.02,393.3,402.8
1990-03-21,40.02,40.02,40.02,40.02,392.5,393.55
1990-03-22,40.02,40.02,40.02,40.02,394.7,393.4
1990-03-23,40.02,40.02,40.02,40.02,389.4,395.2
1990-03-26,40.02,40.02,40.02,40.02,366.2,389.65
1990-03-27,40.02,40.02,40.02,40.02,369.1,366.9
1990-03-28,40.02,40.02,40.02,40.02,374.2,369.45
1990-03-29,40.02,40.02,40.02,40.02,376.0,375.15
1990-03-30,40.02,40.02,40.02,40.02,375.0,376.45
1990-04-02,40.02,40.02,40.02,40.02,374.5,375.5
1990-04-03,40.02,40.02,40.02,40.02,380.1,374.55
1990-04-04,40.02,40.02,40.02,40.02,381.8,380.45
1990-04-05,40.02,40.02,40.02,40.02,379.3,382.35
1990-04-06,40.02,40.02,40.02,40.02,385.2,379.4
1990-04-09,40.02,40.02,40.02,40.02,380.4,385.55
1990-04-10,40.02,40.02,40.02,40.02,379.3,381.0
1990-04-11,40.02,40.02,40.02,40.02,378.4,380.2
1990-04-12,40.02,40.02,40.02,40.02,379.7,378.5
1990-04-16,40.02,40.02,40.02,40.02,378.9,380.4
1990-04-17,40.02,40.02,40.02,40.02,378.8,379.15
1990-04-18,40.02,40.02,40.02,40.02,379.7,378.85
1990-04-19,40.02,40.02,40.02,40.02,380.7,380.7
1990-04-20,40.02,40.02,40.02,40.02,379.9,381.3
1990-04-23,40.02,40.02,40.02,40.02,382.1,380.1
1990-04-24,40.02,40.02,40.02,40.02,379.0,382.75
1990-04-25,40.02,40.02,40.02,40.02,373.6,379.55
1990-04-26,40.02,40.02,40.02,40.02,373.3,374.6
1990-04-30,40.02,40.02,40.02,40.02,371.4,374.9
1990-05-02,40.02,40.02,40.02,40.02,372.0,373.5
1990-05-03,40.02,40.02,40.02,40.02,373.7,372.65
1990-05-04,40.02,40.02,40.02,40.02,373.1,374.4
1990-05-07,40.02,40.02,40.02,40.02,374.0,374.0
1990-05-08,40.02,40.02,40.02,40.02,372.0,374.6
1990-05-09,40.02,40.02,40.02,40.02,373.7,372.4
1990-05-10,40.02,40.02,40.02,40.02,371.9,374.3
1990-05-11,40.02,40.02,40.02,40.02,370.5,372.4
1990-05-14,40.02,40.02,40.02,40.02,369.9,371.05
1990-05-15,40.02,40.02,40.02,40.02,372.3,370.45
1990-05-16,40.02,40.02,40.02,40.02,370.3,372.9
1990-05-17,40.02,40.02,40.02,40.02,370.6,371.15
1990-05-18,40.02,40.02,40.02,40.02,375.6,371.4
1990-05-21,40.02,40.02,40.02,40.02,374.1,376.45
1990-05-23,40.02,40.02,40.02,40.02,364.6,376.85
1990-05-24,40.02,40.02,40.02,40.02,371.3,364.9
